,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1.1,Date,Symbol,Series,Prev Close,Open,High,Low,Last,Close,VWAP,Volume,Turnover,Trades,Deliverable Volume,%Deliverble
0,0,0,0,0,0,0,0,0,0,2919,2019-01-01,ASTRAL,EQ,1127.5,1139.5,1139.5,1121.15,1121.25,1128.8,1125.62,5383,605920365000.0,1377.0,2309,0.4289
1,1,1,1,1,1,1,1,1,1,2920,2019-01-02,ASTRAL,EQ,1128.8,1131.9,1148.9,1121.3,1139.5,1141.05,1136.17,37352,4243810595000.0015,7351.0,19955,0.5342
2,2,2,2,2,2,2,2,2,2,2921,2019-01-03,ASTRAL,EQ,1141.05,1144.0,1149.5,1126.8,1138.15,1144.85,1139.48,25674,2925501545000.0,4044.0,19143,0.7456
3,3,3,3,3,3,3,3,3,3,2922,2019-01-04,ASTRAL,EQ,1144.85,1144.8,1184.95,1138.1,1179.9,1178.9,1165.79,49888,5815881705000.0,10264.0,28970,0.5807
4,4,4,4,4,4,4,4,4,4,2923,2019-01-07,ASTRAL,EQ,1178.9,1182.0,1196.0,1133.1,1138.6,1139.65,1182.11,621393,73455664870000.0,5137.0,18798,0.0303
5,5,5,5,5,5,5,5,5,5,2924,2019-01-08,ASTRAL,EQ,1139.65,1147.0,1156.4,1136.35,1148.5,1147.8,1145.89,13805,1581897715000.0,1392.0,5269,0.3817
6,6,6,6,6,6,6,6,6,6,2925,2019-01-09,ASTRAL,EQ,1147.8,1150.0,1197.8,1141.35,1176.0,1173.35,1183.64,49363,5842807185000.0,5448.0,17383,0.3521
7,7,7,7,7,7,7,7,7,7,2926,2019-01-10,ASTRAL,EQ,1173.35,1195.0,1210.0,1174.95,1185.0,1184.95,1194.83,93118,11126000860000.0,6297.0,46055,0.4946
8,8,8,8,8,8,8,8,8,8,2927,2019-01-11,ASTRAL,EQ,1184.95,1188.0,1199.8,1166.55,1175.0,1174.35,1174.73,17674,2076214250000.0,2167.0,9605,0.5435
9,9,9,9,9,9,9,9,9,9,2928,2019-01-14,ASTRAL,EQ,1174.35,1165.0,1169.95,1118.2,1121.05,1129.2,1132.59,52805,5980662900000.0,5909.0,33800,0.6401000000000001
10,10,10,10,10,10,10,10,10,10,2929,2019-01-15,ASTRAL,EQ,1129.2,1129.25,1150.0,1129.25,1133.0,1137.45,1142.51,15206,1737293870000.0,2281.0,7964,0.5236999999999999
11,11,11,11,11,11,11,11,11,11,2930,2019-01-16,ASTRAL,EQ,1137.45,1140.0,1144.75,1120.1,1135.5,1133.65,1133.78,14389,1631391465000.0,1682.0,8020,0.5574
12,12,12,12,12,12,12,12,12,12,2931,2019-01-17,ASTRAL,EQ,1133.65,1135.55,1141.0,1107.95,1114.0,1111.9,1126.36,61400,6915827000000.0,2641.0,45578,0.7423000000000001
13,13,13,13,13,13,13,13,13,13,2932,2019-01-18,ASTRAL,EQ,1111.9,1120.0,1120.0,1095.0,1096.95,1099.1,1106.05,25946,2869754145000.0,2255.0,10339,0.3985
14,14,14,14,14,14,14,14,14,14,2933,2019-01-21,ASTRAL,EQ,1099.1,1099.1,1113.1,1074.0,1085.0,1079.8,1089.67,11662,1270777300000.0,1572.0,7157,0.6137
15,15,15,15,15,15,15,15,15,15,2934,2019-01-22,ASTRAL,EQ,1079.8,1072.0,1078.95,1039.4,1044.55,1044.75,1048.23,127590,13374426835000.0,4359.0,101739,0.7974
16,16,16,16,16,16,16,16,16,16,2935,2019-01-23,ASTRAL,EQ,1044.75,1057.0,1072.8,1036.15,1059.0,1058.25,1066.05,186190,19848849990000.0,5390.0,161960,0.8699
17,17,17,17,17,17,17,17,17,17,2936,2019-01-24,ASTRAL,EQ,1058.25,1058.25,1068.0,1050.0,1062.0,1055.35,1059.13,12605,1335033440000.0,1216.0,8397,0.6662
18,18,18,18,18,18,18,18,18,18,2937,2019-01-25,ASTRAL,EQ,1055.35,1068.0,1068.0,1020.2,1029.9,1030.15,1044.57,39464,4122297055000.0,2934.0,30702,0.778
